Human_Entrez_ID	Human_Symbol	Mouse_Entrez_ID	Mouse_Symbol
145282	MIPOL1	73490	Mipol1
145376	PPP1R36	210762	Ppp1r36
145389	SLC38A6	625098	Slc38a6
145407	ARMH4	67419	Armh4
145447	ABHD12B	100504285	Abhd12b
145482	PTGR2	77219	Ptgr2
145483	FAM161B	217705	Fam161b
145497	LRRC74A	627607	Lrrc74a
145501	ISM2	217738	Ism2
145508	CEP128	75216	Cep128
145553	MDP1	67881	Mdp1
145567	TTC7B	104718	Ttc7b
145581	LRFN5	238205	Lrfn5
145645	TERB2	74401	Terb2
145741	C2CD4A	244911	C2cd4a
145748	LYSMD4	75099	Lysmd4
145773	FAM81A	76886	Fam81a
145788	PIERCE2	546143	Pierce2
145814	PGPEP1L	78444	Pgpep1l
145853	C15orf61	69478	2300009A05Rik
145864	HAPLN3	67666	Hapln3
145873	MESP2	17293	Mesp2
145942	TMCO5A	67356	Tmco5
145957	NRG4	83961	Nrg4
146050	ZSCAN29	99334	Zscan29
146057	TTBK2	140810	Ttbk2
146059	CDAN1	68968	Cdan1
146167	SLC38A8	234788	Slc38a8
146177	VWA3A	233813	Vwa3a
146183	OTOA	246190	Otoa
146198	ZFP90	22751	Zfp90
146206	CARMIL2	234695	Carmil2
146212	KCTD19	279499	Kctd19
146223	CMTM4	97487	Cmtm4
146225	CMTM2	73381	Cmtm2a
146227	BEAN1	65115	Bean1
146279	TEKT5	70426	Tekt5
146310	RNF151	67504	Rnf151
146325	PRR35	100034748	Prr35
146330	FBXL16	214931	Fbxl16
146378	C16orf92	78118	4930451I11Rik
146395	GSG1L	269994	Gsg1l
146433	IL34	76527	Il34
146434	ZNF597	71063	Zfp597
146439	BICDL2	212733	Bicdl2
146456	TMED6	66269	Tmed6
146542	ZNF688	69234	Zfp688
146547	PRSS36	77613	Prss36
146556	C16orf89	239691	AU021092
146562	DNAAF8	74684	Dnaaf8
146664	MGAT5B	268510	Mgat5b
146691	TOM1L2	216810	Tom1l2
146705	TEPSIN	78777	Tepsin
146712	B3GNTL1	210004	B3gntl1
146713	RBFOX3	52897	Rbfox3
146722	CD300LF	246746	Cd300lf
146754	DNAH2	327954	Dnah2
146760	RTN4RL1	237847	Rtn4rl1
146779	EFCAB3	70894	Efcab3
146845	CFAP52	71860	Cfap52
146849	CCDC42	276920	Ccdc42
146850	PIK3R6	104709	Pik3r6
146852	ODF4	252868	Odf4
146853	C17orf50	66330	1700020L24Rik
146862	UNC45B	217012	Unc45b
146894	CD300LG	52685	Cd300lg
146909	KIF18B	70218	Kif18b
146923	RUNDC1	217201	Rundc1
146956	EME1	268465	Eme1
147007	TMEM199	195040	Tmem199
147011	PROCA1	216974	Proca1
147015	DHRS13	70451	Dhrs13
147040	KCTD11	216858	Kctd11
147111	NOTUM	77583	Notum
147138	TMC8	217356	Tmc8
147179	WIPF2	68524	Wipf2
147183	KRT25	70810	Krt25
147199	SCGB1C1	338417	Scgb1c1
147323	STARD6	170461	Stard6
147339	ARK2N	212163	Ark2n
147372	CCBE1	320924	Ccbe1
147381	CBLN2	12405	Cbln2
147409	DSG4	16769	Dsg4
147463	ANKRD29	225187	Ankrd29
147495	APCDD1	494504	Apcdd1
147645	VSIG10L	75690	Vsig10l
147646	C19orf84	105242927	Gm38999
147650	SPACA6	75202	Spaca6
147670	SMIM17	100042450	Smim17
147685	C19orf18	73090	2900092C05Rik
147699	PPM1N	232941	Ppm1n
147700	KLC3	232943	Klc3
147710	IGSF23	70080	Igsf23
147719	LYPD4	232973	Lypd4
147744	TMEM190	78052	Tmem190
147746	HIPK4	233020	Hipk4
147798	TMC4	353499	Tmc4
147807	ZNF524	66056	Zfp524
147808	ZNF784	654801	Zfp784
147841	SPC24	67629	Spc24
147872	KASH5	384619	Kash5
147906	DACT3	629378	Dact3
147912	SIX5	20475	Six5
147948	ZNF582	100416477	Zfp582
147949	ZNF583	213011	Zfp583
147965	FAM98C	73833	Fam98c
147968	CAPN12	60594	Capn12
147991	DPY19L3	233115	Dpy19l3
148014	TTC9B	73032	Ttc9b
148022	TICAM1	106759	Ticam1
148066	ZNRF4	20834	Znrf4
148109	FAM187B	76415	Fam187b
148113	CILP2	68709	Cilp2
148137	PROSER3	333193	Proser3
148156	ZNF558	72230	Zfp558
148170	CDC42EP5	58804	Cdc42ep5
148223	C19orf25	66374	2310011J03Rik
148229	ATP8B3	67331	Atp8b3
148252	DIRAS1	208666	Diras1
148266	ZNF569	72723	Zfp74
148281	SYT6	54524	Syt6
148304	C1orf74	319266	A130010J15Rik
148327	CREB3L4	78284	Creb3l4
148345	C1orf127	230909	Gm572
148362	BROX	71678	Brox
148398	SAMD11	231004	Samd11
148418	SAMD13	75015	Samd13
148423	C1orf52	66421	2410004B18Rik
148479	PHF13	230936	Phf13
148523	CIART	229599	Ciart
148534	TLCD4	99887	Tlcd4
148581	UBE2U	381534	Ube2u
148641	SLC35F3	210027	Slc35f3
148738	HJV	69585	Hjv
148741	ANKRD35	213121	Ankrd35
148753	FAM163A	329274	Fam163a
148789	B3GALNT2	97884	B3galnt2
148808	MFSD4A	213006	Mfsd4a
148811	PM20D1	212933	Pm20d1
148867	SLC30A7	66500	Slc30a7
148870	CCDC27	381580	Ccdc27
148930	KNCN	654462	Kncn
148932	MOB3C	100465	Mob3c
148979	GLIS1	230587	Glis1
149018	LELP1	69332	Lelp1
149041	RC3H1	381305	Rc3h1
149069	DCDC2B	100504491	Dcdc2b
149076	ZNF362	230761	Zfp362
149095	DCST1	77772	Dcst1
149111	CNIH3	72978	Cnih3
149175	MANEAL	215090	Maneal
149233	IL23R	209590	Il23r
149281	NTMT2	240879	Ntmt2
149297	FAM78B	226610	Fam78b
149345	SHISA4	77552	Shisa4
149371	EXOC8	102058	Exoc8
149420	PDIK1L	230809	Pdik1l
149428	BNIPL	171388	Bnipl
149461	CLDN19	242653	Cldn19
149465	CFAP57	68625	Cfap57
149466	C1orf210	66451	2610528J11Rik
149473	CCDC24	381546	Ccdc24
149478	BTBD19	78611	Btbd19
149483	CCDC17	622665	Ccdc17
149499	LRRC71	74485	Lrrc71
149563	SRARP	277744	Srarp
149603	RNF187	108660	Rnf187
149643	SPATA45	75558	Spata45
149647	GARIN4	619288	Garin4
149685	ADIG	246747	Adig
149699	GTSF1L	68236	Gtsf1l
149840	SHLD1	73747	Shld1
149951	COMMD7	99311	Commd7
149954	BPIFB4	381399	Bpifb4
149986	LSM14B	241846	Lsm14b
149998	LIPI	320355	Lipi
150082	LCA5L	385668	Lca5l
150084	IGSF5	72058	Igsf5
150094	SIK1	17691	Sik1
150159	SLC9B1	74446	Slc9b1
150160	CCT8L2	242891	Cct8l1
150209	AIFM3	72168	Aifm3
150223	YDJC	69101	Ydjc
150248	C22orf15	333670	Gm867
150274	HSCB	100900	Hscb
150275	CCDC117	104479	Ccdc117
150280	HORMAD2	75828	Hormad2
150290	DUSP18	75219	Dusp18
150350	ENTHD1	383075	Enthd1
150353	DNAJB7	57755	Dnajb7
150356	CHADL	214685	Chadl
150365	MEI1	74369	Mei1
150368	PHETA2	338368	Pheta2
150372	NFAM1	74039	Nfam1
150379	PNPLA5	75772	Pnpla5
150383	CDPF1	72355	Cdpf1
150465	TTL	69737	Ttl
150468	CKAP2L	70466	Ckap2l
150483	TEKT4	71840	Tekt4
150572	SMYD1	12180	Smyd1
150677	OTOS	260301	Otos
150678	COPS9	66915	Cops9
150684	COMMD1	17846	Commd1
150696	PROM2	192212	Prom2
150709	ANKAR	319695	Ankar
150726	FBXO41	330369	Fbxo41
150737	IFT70B	72421	Ift70b
150763	GPAT2	215456	Gpat2
150771	ITPRIPL1	73338	Itpripl1
150864	FAM117B	72750	Fam117b
150921	TCF23	69852	Tcf23
150946	GAREM2	242915	Garem2
150962	PUS10	74467	Pus10
151011	SEPTIN10	103080	Septin10
151050	KANSL1L	68691	Kansl1l
151056	PLB1	665270	Plb1
151112	ZSWIM2	71861	Zswim2
151126	ZNF385B	241494	Zfp385b
151176	ERFE	227358	Erfe
151188	ARL6IP6	65103	Arl6ip6
151194	METTL21A	67099	Mettl21a
151195	CCNYL1	227210	Ccnyl1
151230	KLHL23	277396	Klhl23
151242	PPP1R1C	75276	Ppp1r1c
151246	SGO2	68549	Sgo2a
151254	C2CD6	73463	C2cd6
151258	SLC38A11	320106	Slc38a11
151295	SLC23A3	22626	Slc23a3
151306	GPBAR1	227289	Gpbar1
151354	LRATD1	105005	Lratd1
151393	RMDN2	381110	Rmdn2
151449	GDF7	238057	Gdf7
151473	SLC16A14	71781	Slc16a14
151516	ASPRV1	67855	Asprv1
151525	WDSUB1	72137	Wdsub1
151531	UPP2	76654	Upp2
151556	GPR155	68526	Gpr155
151613	TTC14	67120	Ttc14
151636	DTX3L	209200	Dtx3l
151647	TAFA4	320701	Tafa4
151648	SGO1	72415	Sgo1
151649	PP2D1	110332	Pp2d1
151651	EFHB	211482	Efhb
151742	PPM1L	242083	Ppm1l
151790	WDR49	213248	Wdr49
151827	LRRC34	71827	Lrrc34
151835	CPNE9	211232	Cpne9
151871	DPPA2	73703	Dppa2
151887	CCDC80	67896	Ccdc80
151888	BTLA	208154	Btla
151903	CCDC12	72654	Ccdc12
151963	MB21D2	239796	Mb21d2
151987	PPP4R2	232314	Ppp4r2
152002	XXYLT1	268880	Xxylt1
152006	RNF38	73469	Rnf38
152007	GLIPR2	384009	Glipr2
152065	C3orf22	243535	BC048671
152098	ZCWPW2	100039681	Zcwpw2
152100	CMC1	67899	Cmc1
152110	NEK10	674895	Nek10
152137	CCDC50	67501	Ccdc50
152185	SPICE1	212514	Spice1
152189	CMTM8	70031	Cmtm8
152206	CCDC13	100502861	Ccdc13
152217	NCBP2AS2	106264	Ncbp2as2
152273	FGD5	232237	Fgd5
152404	IGSF11	207683	Igsf11
152405	TEX55	74663	Tex55
152485	ZNF827	622675	Zfp827
152503	SH3D19	27059	Sh3d19
152518	NFXL1	100978	Nfxl1
152519	NIPAL1	70701	Nipal1
152559	PAQR3	231474	Paqr3
152573	SHISA3	330096	Shisa3
152579	SCFD2	212986	Scfd2
152586	MGAT4D	67555	Mgat4d
152789	JAKMIP1	76071	Jakmip1
152816	ODAPH	381651	Odaph
152831	KLB	83379	Klb
152877	FAM53A	74504	Fam53a
152926	PPM1K	243382	Ppm1k
152940	SPMIP2	100233207	Spmip2
152992	TRMT44	78890	Trmt44
153020	RASGEF1B	320292	Rasgef1b
153090	DAB2IP	69601	Dab2ip
153129	SLC38A9	268706	Slc38a9
153201	SLC36A2	246049	Slc36a2
153218	SPINK13	100038417	Spink13
153222	CREBRF	77128	Crebrf
153241	CEP120	225523	Cep120
153328	SLC25A48	328258	Slc25a48
153339	TMEM167A	66074	Tmem167
153364	MBLAC2	72852	Mblac2
153396	TMEM161B	72745	Tmem161b
153443	SRFBP1	67222	Srfbp1
153527	ZMAT2	66492	Zmat2
153562	MARVELD2	218518	Marveld2
153572	IRX2	16372	Irx2
153579	BTNL9	237754	Btnl9
153642	ARSK	77041	Arsk
153643	FAM81B	238726	Fam81b
153657	TTC23L	75777	Ttc23l
153733	CCDC112	240261	Ccdc112
153745	GARIN3	432552	Garin3
153768	PRELID2	77619	Prelid2
153769	SH3RF2	269016	Sh3rf2
153770	PLAC8L1	69401	Plac8l1
153830	RNF145	74315	Rnf145
153918	ZC2HC1B	75122	Zc2hc1b
154007	SNRNP48	67797	Snrnp48
154043	CNKSR3	215748	Cnksr3
154075	SAMD3	268288	Samd3
154091	SLC2A12	353169	Slc2a12
154141	MBOAT1	218121	Mboat1
154150	HDGFL1	15192	Hdgfl1
154197	PNLDC1	240023	Pnldc1
154214	RNF217	268291	Rnf217
154215	NKAIN2	432450	Nkain2
154288	KHDC3L	66991	Khdc3
154313	CFAP206	69329	Cfap206
154467	CCDC167	68597	Ccdc167
154661	RUNDC3B	242819	Rundc3b
154664	ABCA13	268379	Abca13
154743	SAMTOR	101148	Bmt2
154790	CLEC2L	665180	Clec2l
154791	FMC1	66117	Fmc1
154796	AMOT	27494	Amot
154807	VKORC1L1	69568	Vkorc1l1
154810	AMOTL1	75723	Amotl1
154865	IQUB	214704	Iqub
154881	KCTD7	212919	Kctd7
155006	TMEM213	77522	Tmem213
155038	GIMAP8	243374	Gimap8
155051	CRYGN	214301	Crygn
155061	ZNF746	69228	Zfp746
155066	ATP6V0E2	76252	Atp6v0e2
155184	SLC2A7	435818	Slc2a7
155185	AMZ1	231842	Amz1
155368	METTL27	79565	Mettl27
155382	VPS37D	194309	Vps37d
155435	RBM33	381626	Rbm33
155465	AGR3	403205	Agr3
157285	PRAG1	244418	Prag1
157310	PEBP4	73523	Pebp4
157313	CDCA2	108912	Cdca2
157378	TMEM65	74868	Tmem65
157506	RDH10	98711	Rdh10
157567	ANKRD46	68839	Ankrd46
157570	ESCO2	71988	Esco2
157574	FBXO16	50759	Fbxo16
157638	LRATD2	399603	Lratd2
157657	CFAP418	67157	Cfap418
157680	VPS13B	666173	Vps13b
157695	TDRP	72148	Tdrp
157697	ERICH1	234086	Erich1
157724	SLC7A13	74087	Slc7a13
157753	TMEM74	239408	Tmem74
157769	FAM91A1	210998	Fam91a1
157773	C8orf48	621080	AI429214
157777	MCMDC2	240697	Mcmdc2
157807	CLVS1	74438	Clvs1
157848	NKX6-3	74561	Nkx6-3
157855	KCNU1	16532	Kcnu1
157869	SBSPON	226866	Sbspon
157922	CAMSAP1	227634	Camsap1
158038	LINGO2	242384	Lingo2
158046	NXNL2	75124	Nxnl2
158056	MAMDC4	381352	Mamdc4
158062	LCN6	620709	Lcn6
158067	AK8	68870	Ak8
158135	TTLL11	74410	Ttll11
158158	RASEF	242505	Rasef
158219	TTC39B	69863	Ttc39b
158234	TRMT10B	69934	Trmt10b
158248	TTC16	338348	Ttc16
158297	SAXO1	75811	Saxo1
158326	FREM1	329872	Frem1
158358	BRD10	240613	Brd10
158376	SPAAR	71406	Spaar
158399	ZNF483	100041581	Zkscan16
158401	SHOC1	100155	Shoc1
158405	KIAA1958	230259	E130308A19Rik
158427	TSTD2	272027	Tstd2
158431	ZNF782	435366	Platr25
158471	PRUNE2	353211	Prune2
158521	FMR1NB	207854	Fmr1nb
158747	MOSPD2	76763	Mospd2
158763	ARHGAP36	75404	Arhgap36
158787	RIBC1	66611	Ribc1
158798	AKAP14	434756	Akap14
158830	CXorf65	245536	Gm614
158833	AWAT1	245533	Awat1
158835	AWAT2	245532	Awat2
158866	ZDHHC15	108672	Zdhhc15
158880	USP51	635253	Usp51
159013	CXorf38	69155	1810030O07Rik
159090	PABIR2	78755	Pabir2
159091	PABIR3	73866	Pabir3
159195	USP54	78787	Usp54
159296	NKX2-3	18089	Nkx2-3
159371	SLC35G1	240660	Slc35g1
159686	CFAP58	381229	Cfap58
159963	SLC5A12	241612	Slc5a12
159989	DEUP1	234964	Deup1
160065	PATE1	100312987	Pate1
160140	C11orf65	75311	4930550C14Rik
160298	C11orf42	100503879	Gm5901
160335	TMTC2	278279	Tmtc2
160364	CLEC12A	232413	Clec12a
160418	TMTC3	237500	Tmtc3
160419	C12orf50	66605	1700017N19Rik
160428	ALDH1L2	216188	Aldh1l2
160492	LMNTD1	74071	Lmntd1
160518	DENND5B	320560	Dennd5b
160622	TAMALIN	56149	Tamalin
160728	SLC5A8	216225	Slc5a8
160760	PPTC7	320717	Pptc7
160762	CCDC63	330188	Ccdc63
160777	CCDC60	269693	Ccdc60
160851	DGKH	380921	Dgkh
160857	CCDC122	108811	Ccdc122
160897	GPR180	58245	Gpr180
161003	STOML3	229277	Stoml3
161142	GARIN2	70897	Garin2
161145	TMEM229B	268567	Tmem229b
161176	SYNE3	212073	Syne3
161198	CLEC14A	66864	Clec14a
161247	FITM1	68680	Fitm1
161253	REM2	140743	Rem2
161291	TMEM30B	238257	Tmem30b
161357	MDGA2	320772	Mdga2
161394	SAMD15	238333	Samd15
161424	NOP9	67842	Nop9
161436	EML5	319670	Eml5
161497	STRC	140476	Strc
161502	CFAP161	75556	Cfap161
161514	TBC1D21	74286	Tbc1d21
161582	DNAAF4	67685	Dnaaf4
161725	OTUD7A	170711	Otud7a
161742	SPRED1	114715	Spred1
161753	CIMAP1C	382075	Cimap1c
161823	MAPDA	75894	Adal
161829	EXD1	241624	Exd1
161835	FSIP1	71313	Fsip1
161882	ZFPM1	22761	Zfpm1
161931	ADAD2	75773	Adad2
162073	ITPRIPL2	319622	Itpripl2
162239	ZFP1	22640	Zfp1
162282	ANKFN1	382543	Ankfn1
162333	MARCHF10	632687	Marchf10
162387	MFSD6L	215723	Mfsd6l
162417	NAGS	217214	Nags
162427	RETREG3	67998	Retreg3
162466	PHOSPHO1	237928	Phospho1
162494	RHBDL3	246104	Rhbdl3
162514	TRPV3	246788	Trpv3
162515	SLC16A11	216867	Slc16a11
162517	FBXO39	628100	Fbxo39
162540	SPPL2C	237958	Sppl2c
162605	KRT28	70843	Krt28
162681	C18orf54	269033	4930503L19Rik
162979	ZNF296	63872	Zfp296
162989	DEDD2	67379	Dedd2
163033	ZNF579	68490	Zfp579
163049	ZNF791	244556	Zfp791
163126	EID2	386655	Eid2
163154	PRR22	100504446	Prr22
163175	LGI4	243914	Lgi4
163183	SYNE4	233066	Syne4
163259	DENND2C	329727	Dennd2c
163404	PLPPR5	75769	Plppr5
163479	FNDC7	320181	Fndc7
163486	DENND1B	329260	Dennd1b
163589	TDRD5	214575	Tdrd5
163590	TOR1AIP2	240832	Tor1aip2
163702	IFNLR1	242700	Ifnlr1
163732	CITED4	56222	Cited4
163747	CIMAP2	242602	Cimap2
163778	SPRR4	229562	Sprr4
163782	KANK4	242553	Kank4
163786	SASS6	72776	Sass6
163859	SDE2	208768	Sde2
163882	CNST	226744	Cnst
163933	FAM43B	625638	Fam43b
164045	HFM1	330149	Hfm1
164091	PAQR7	71904	Paqr7
164118	TTC24	214191	Ttc24
164127	CCDC185	433386	Ccdc185
164153	UBL4B	67591	Ubl4b
164237	WFDC13	408190	Wfdc13
164312	LRRN4	320974	Lrrn4
164395	TTLL9	74711	Ttll9
164592	CCDC116	76872	Ccdc116
164633	CABP7	192650	Cabp7
164656	TMPRSS6	71753	Tmprss6
164668	APOBEC3H	80287	Apobec3
164684	WBP2NL	74716	Wbp2nl
164714	TTLL8	239591	Ttll8
164781	DAW1	71227	Daw1
164832	LONRF2	381338	Lonrf2
165055	CCDC138	76138	Ccdc138
165082	ADGRF3	381628	Adgrf3
165100	TEX44	71863	Tex44
165186	TOGARAM2	320159	Togaram2
165215	FAM171B	241520	Fam171b
165257	C1QL2	226359	C1ql2
165324	UBXN2A	217379	Ubxn2a
165530	CLEC4F	51811	Clec4f
165545	DQX1	93838	Dqx1
165679	SPTSSB	66183	Sptssb
165721	DNAJB8	56691	Dnajb8
165829	GPR156	239845	Gpr156
165904	XIRP1	22437	Xirp1
165918	RNF168	70238	Rnf168
166012	CHST13	71797	Chst13
166336	PRICKLE2	243548	Prickle2
166348	KBTBD12	74589	Kbtbd12
166378	AFG2A	57815	Afg2a
166379	BBS12	241950	Bbs12
166614	DCLK2	70762	Dclk2
166647	ADGRA3	70693	Adgra3
166655	TRIM60	234329	Trim60
166752	FREM3	333315	Frem3
166785	MMAA	109136	Mmaa
166793	ZBTB49	75079	Zbtb49
166815	TIGD2	68140	Tigd2
166824	RASSF6	73246	Rassf6
166863	RBM46	633285	Rbm46
166929	SGMS2	74442	Sgms2
166968	MIER3	218613	Mier3
166979	CDC20B	238896	Cdc20b
167127	UGT3A2	105887	Ugt3a1
167153	TENT2	100715	Tent2
167227	DCP2	70640	Dcp2
167359	NIM1K	245269	Nim1k
167410	LIX1	66643	Lix1
167465	ZNF366	238803	Zfp366
167555	FAM151B	73942	Fam151b
167681	PRSS35	244954	Prss35
167691	LCA5	75782	Lca5
167826	OLIG3	94222	Olig3
167838	TXLNB	378431	Txlnb
168002	DACT2	240025	Dact2
168090	C6orf118	66931	1700010I14Rik
168391	GALNTL5	67909	Galntl5
168433	RNF133	386611	Rnf133
168455	CCDC71L	72123	Ccdc71l
168507	PKD1L1	171395	Pkd1l1
168544	ZNF467	68910	Zfp467
168620	BHLHA15	17341	Bhlha15
168667	BMPER	73230	Bmper
168850	ZNF800	627049	Zfp800
168975	CNBD1	435772	Cnbd1
169026	SLC30A8	239436	Slc30a8
169044	COL22A1	69700	Col22a1
169166	SNX31	66696	Snx31
169200	TMEM64	100201	Tmem64
169355	IDO2	209176	Ido2
169436	STKLD1	279029	Stkld1
169522	KCNV2	240595	Kcnv2
169611	OLFML2A	241327	Olfml2a
169693	TMEM252	226040	Tmem252
169714	QSOX2	227638	Qsox2
169792	GLIS3	226075	Glis3
169841	ZNF169	67911	Zfp169
169966	TENT5D	213449	Tent5d
170082	TCEANC	245695	Tceanc
170261	ZCCHC12	72693	Zcchc12
170302	ARX	11878	Arx
170370	FAM170B	105511	Fam170b
170371	TMEM273	69069	Tmem273
170384	FUT11	73068	Fut11
170392	OIT3	18302	Oit3
170394	PWWP2B	101631	Pwwp2b
170463	SSBP4	76900	Ssbp4
170487	ACTL10	70362	Actl10
170506	DHX36	72162	Dhx36
170575	GIMAP1	16205	Gimap1
170589	GPHA2	170458	Gpha2
170591	S100Z	268686	S100z
170622	COMMD6	66200	Commd6
170680	PSORS1C2	57390	Psors1c2
170689	ADAMTS15	235130	Adamts15
170690	ADAMTS16	271127	Adamts16
170691	ADAMTS17	233332	Adamts17
170692	ADAMTS18	208936	Adamts18
170712	COX7B2	78174	Cox7b2
170825	GSX2	14843	Gsx2
170850	KCNG3	225030	Kcng3
170954	PPP1R18	76448	Ppp1r18
170961	ANKRD24	70615	Ankrd24
171017	ZNF384	269800	Zfp384
171019	ADAMTS19	240322	Adamts19
171023	ASXL1	228790	Asxl1
171024	SYNPO2	118449	Synpo2
171169	SPACA4	69363	Spaca4
171177	RHOV	228543	Rhov
171389	NLRP6	101613	Nlrp6
171425	CLYBL	69634	Clybl
171546	SPTSSA	104725	Sptssa
171558	PTCRA	19208	Ptcra
171568	POLR3H	78929	Polr3h
171586	ABHD3	106861	Abhd3
192111	PGAM5	72542	Pgam5
192134	B3GNT6	272411	B3gnt6
192286	HIGD2A	67044	Higd2a
192666	KRT24	75706	Krt24
192669	AGO3	214150	Ago3
192670	AGO4	76850	Ago4
192683	SCAMP5	56807	Scamp5
195827	PRXL2C	66129	Prxl2c
195828	ZNF367	238673	Zfp367
195977	ANTXRL	239029	Antxrl
196047	EMX2OS	329078	Emx2os
196051	PLPP4	381925	Plpp4
196074	METTL15	76894	Mettl15
196264	MPZL3	319742	Mpzl3
196294	IMMP1L	66541	Immp1l
196383	RILPL2	80291	Rilpl2
196385	DNAH10	56087	Dnah10
196394	AMN1	232566	Amn1
196403	DTX3	80904	Dtx3
196410	TMT1B	71664	Tmt1b
196441	ZFC3H1	216345	Zfc3h1
196446	MYRFL	237558	Myrfl
196463	PLBD2	71772	Plbd2
196477	CCER1	66716	Ccer1
196483	EEF2KMT	70511	Eef2kmt
196500	PIANP	319352	Pianp
196513	DCP1B	319618	Dcp1b
196527	ANO6	105722	Ano6
196528	ARID2	77044	Arid2
196740	VSTM4	320736	Vstm4
196743	PAOX	212503	Paox
196883	ADCY4	104110	Adcy4
196951	FAM227B	75823	Fam227b
196996	GRAMD2A	546134	Gramd2a
197021	LCTL	235435	Lctl
197131	UBR1	22222	Ubr1
197135	PATL2	67578	Patl2
197257	LDHD	52815	Ldhd
197258	FCSK	234730	Fcsk
197259	MLKL	74568	Mlkl
197322	ACSF3	257633	Acsf3
197335	WDR90	106618	Wdr90
197342	EME2	193838	Eme2
197358	NLRC3	268857	Nlrc3
197370	NSMCE1	67711	Nsmce1
197407	ZNF48	233887	Zfp553
198437	LKAAEAR1	277496	Lkaaear1
199221	DZIP1L	72507	Dzip1l
199223	TTC21A	74052	Ttc21a
199675	MCEMP1	69189	Mcemp1
199699	DAND5	23863	Dand5
199720	GGN	243897	Ggn
199731	CADM4	260299	Cadm4
199746	U2AF1L4	233073	U2af1l4
199786	NIBAN3	100037278	Niban3
199857	ALG14	66789	Alg14
199870	FAM76A	230789	Fam76a
199920	FYB2	242594	Fyb2
199953	TMEM201	230917	Tmem201
199964	TMEM61	329909	Tmem61
199990	FAAP20	67513	Faap20
200008	CDCP2	242603	Cdcp2
200010	SLC5A9	230612	Slc5a9
200014	CC2D1B	319965	Cc2d1b
200035	NUDT17	78373	Nudt17
200081	TXLNA	109658	Txlna
200132	DYNLT5	67344	Dynlt5
200150	PLD5	319455	Pld5
200159	SPMIP3	69428	Spmip3
200162	SPAG17	74362	Spag17
200172	SLFNL1	194219	Slfnl1
200185	KRTCAP2	66059	Krtcap2
200186	CRTC2	74343	Crtc2
200205	IBA57	216792	Iba57
200312	RNF215	71673	Rnf215
200373	CFAP221	226356	Cfap221
200403	VWA3B	70853	Vwa3b
200407	CREG2	263764	Creg2
200424	TET3	194388	Tet3
200504	GKN2	66284	Gkn2
200523	SPMIP9	74221	Spmip9
200539	ANKRD23	78321	Ankrd23
200558	APLF	72103	Aplf
200576	PIKFYVE	18711	Pikfyve
200634	KRTCAP3	69815	Krtcap3
200726	FAM237A	105243944	Fam237a
200728	TMEM17	103765	Tmem17
200734	SPRED2	114716	Spred2
200844	CFAP20DC	74430	Cfap20dc
200845	KCTD6	71393	Kctd6
200879	LIPH	239759	Liph
200894	ARL13B	68146	Arl13b
200916	RPL22L1	68028	Rpl22l1
200931	SLC51A	106407	Slc51a
200933	FBXO45	268882	Fbxo45
200942	KLHDC8B	78267	Klhdc8b
200958	MUC20	224116	Muc20
200959	GABRR3	328699	Gabrr3
201134	CEP112	76380	Cep112
201140	DHRS7C	68460	Dhrs7c
201161	CENPV	73139	Cenpv
201163	FLCN	216805	Flcn
201164	PLD6	194908	Pld6
201176	ARHGAP27	544817	Arhgap27
201181	ZNF385C	278304	Zfp385c
201191	SAMD14	217125	Samd14
201229	LYRM9	66274	Lyrm9
201232	SLC16A13	69309	Slc16a13
201243	SPEM2	108803	Spem2
201254	CENPX	20892	Cenpx
201255	LRRC45	217366	Lrrc45
201266	SLC39A11	69806	Slc39a11
201292	TRIM65	338364	Trim65
201294	UNC13D	70450	Unc13d
201299	RDM1	66599	Rdm1
201305	SPNS3	77577	Spns3
201456	FBXO15	50764	Fbxo15
201475	RAB12	19328	Rab12
201501	ZBTB7C	207259	Zbtb7c
201562	HACD2	70757	Hacd2
201595	STT3B	68292	Stt3b
201625	DNAH12	110083	Dnah12
201626	PDE12	211948	Pde12
201627	DENND6A	211922	Dennd6a
201633	TIGIT	100043314	Tigit
201725	C4orf46	75939	4930579G24Rik
201780	SLC10A4	231290	Slc10a4
201798	TIGD4	403175	Tigd4
201799	TMEM154	320782	Tmem154
201895	SMIM14	68552	Smim14
201931	TMEM192	73067	Tmem192
201965	RWDD4	192174	Rwdd4a
201973	PRIMPOL	408022	Primpol
202018	TAPT1	231225	Tapt1
202051	SPATA24	71242	Spata24
202052	DNAJC18	76594	Dnajc18
202151	RANBP3L	223332	Ranbp3l
202243	CCDC125	76041	Ccdc125
202309	GAPT	238875	Gapt
202333	CMYA5	76469	Cmya5
202374	STK32A	269019	Stk32a
202500	TCTE1	21645	Tcte1
202559	KHDRBS2	170771	Khdrbs2
202915	TMEM184A	231832	Tmem184a
203054	ADCK5	268822	Adck5
203068	TUBB	22154	Tubb5
203069	R3HCC1	71843	R3hcc1
203074	PRSS55	71037	Prss55
203076	C8orf74	67750	4930578I06Rik
203100	HTRA4	330723	Htra4
203111	ERICH5	239368	Erich5
203190	LGI3	213469	Lgi3
203197	TMEM268	230279	Tmem268
203228	C9orf72	73205	C9orf72
203238	CCDC171	320226	Ccdc171
203245	NAIF1	71254	Naif1
203259	FAM219A	71901	Fam219a
203260	CCDC107	622404	Ccdc107
